FarmID,State,Crop,Season,SoilType,FarmingMethod,IrrigationType,FertilizerUsed,PesticideUsed,ImprovedSeed,FarmSize(Hectares),Rainfall(mm),Temperature(°C),Humidity(%),SoilPH,Fertilizer(kg/ha),Pesticide(L/ha),FarmExperience(Years),NumWorkers,DistanceToMarket(km),CreditAccess,ExtensionServices,PreviousYield(tons/ha),PlantingDensity(plants/ha),ActualYield(tons/ha),YieldCategory
FRM007251,Yobe,Maize,Rainy Season,Loamy,Rain-Fed,None,Yes,Yes,Yes,0.51,1204.0,25.2,72.5,5.48,43.7,2.47,2,3,17.9,1,0,0.87,42770.0,3.4,Medium
FRM007252,Gombe,Cowpea,Rainy Season,Clay,Rain-Fed,Flood,Yes,Yes,Yes,0.95,506.9,31.4,62.4,6.26,147.8,0.71,0,4,17.4,0,0,4.28,46447.0,3.34,Medium
FRM007253,Katsina,Millet,Rainy Season,Clay,Rain-Fed,Flood,Yes,No,Yes,5.19,1141.1,38.8,58.0,6.1,159.9,5.05,9,1,24.3,0,1,0.96,30929.0,2.44,Medium
FRM007254,Kano,Wheat,Dry Season,Clay,Rain-Fed,Flood,Yes,Yes,Yes,5.25,1043.2,31.5,53.4,6.13,76.7,4.12,12,5,25.0,1,1,3.11,47319.0,4.56,High
FRM007255,Katsina,Yam,Rainy Season,Loamy,Irrigation,Drip,No,Yes,No,0.83,832.9,24.4,52.9,5.48,9.8,5.04,27,2,13.8,0,1,3.25,42299.0,4.38,Medium
FRM007256,Katsina,Wheat,Rainy Season,Sandy,Rain-Fed,Flood,Yes,Yes,Yes,4.06,833.6,30.3,64.5,4.7,89.7,3.33,10,3,7.9,1,0,0.66,68561.0,4.3,Medium
FRM007257,Sokoto,Maize,Rainy Season,Clay,Mixed,Sprinkler,No,Yes,No,3.23,1379.9,28.1,78.7,7.82,79.4,5.97,22,3,27.8,0,0,4.56,65395.0,2.55,Low
FRM007258,Sokoto,Millet,Dry Season,Silt,Irrigation,Sprinkler,Yes,No,Yes,4.12,502.1,26.5,68.0,5.72,102.3,0.89,12,4,38.2,1,1,2.87,57255.0,5.82,High
FRM007259,Katsina,Rice,Rainy Season,Sandy,Irrigation,Flood,Yes,No,No,0.16,693.2,24.2,94.3,5.46,115.0,5.09,10,4,10.4,1,0,2.89,59181.0,1.55,Low
FRM007260,Taraba,Yam,Rainy Season,Clay,Mixed,Flood,No,No,No,1.37,844.2,24.0,59.7,4.03,88.7,4.43,19,1,19.8,0,1,4.08,59237.0,2.49,Low
FRM007261,Gombe,Millet,Rainy Season,Sandy,Irrigation,Drip,No,No,No,0.76,964.1,32.5,73.2,6.87,80.6,2.14,0,2,25.9,0,1,1.95,38645.0,1.76,Low
FRM007262,Benue,Wheat,Rainy Season,Loamy,Irrigation,Drip,Yes,Yes,Yes,5.25,857.0,32.7,66.9,6.99,59.5,3.59,16,5,23.9,1,1,2.51,41243.0,6.05,High
FRM007263,Benue,Sorghum,Rainy Season,Loamy,Irrigation,Flood,Yes,No,No,0.1,805.2,30.0,62.0,5.16,106.5,1.21,8,2,47.7,1,1,1.33,59620.0,2.86,Medium
FRM007264,Bauchi,Maize,Rainy Season,Sandy,Mixed,Sprinkler,Yes,No,Yes,1.47,1019.8,24.8,77.8,6.73,7.2,3.84,26,1,19.0,1,1,1.95,19902.0,4.26,Medium
FRM007265,Bauchi,Maize,Rainy Season,Loamy,Mixed,Sprinkler,Yes,No,Yes,0.61,1098.7,32.1,31.6,6.2,19.9,5.95,0,3,26.0,0,0,2.82,77754.0,2.85,Medium
FRM007266,Kano,Wheat,Dry Season,Silt,Rain-Fed,Flood,Yes,Yes,Yes,0.93,435.8,25.4,66.3,5.8,79.1,5.0,15,3,4.7,0,1,1.79,54491.0,3.22,Medium
FRM007267,Kebbi,Wheat,Dry Season,Loamy,Irrigation,Flood,Yes,No,No,7.76,1274.6,22.9,76.8,6.39,100.6,4.39,26,4,11.9,0,0,2.5,65625.0,5.6,High
FRM007268,Adamawa,Cassava,Rainy Season,Sandy,Rain-Fed,Flood,Yes,No,Yes,7.69,1007.5,25.9,62.5,5.7,64.2,3.25,17,1,17.2,0,0,3.45,59922.0,3.03,Medium
FRM007269,Kaduna,Rice,Rainy Season,Sandy,Rain-Fed,Drip,No,Yes,Yes,4.92,593.2,30.7,58.0,6.59,67.1,6.91,9,7,14.7,1,1,2.0,51215.0,2.46,Medium
FRM007270,Kano,Wheat,Rainy Season,Silt,Irrigation,Flood,No,No,Yes,7.76,1020.3,38.8,90.1,7.49,73.4,5.79,17,2,22.9,1,0,2.78,49727.0,2.45,Medium
FRM007271,Katsina,Groundnut,Dry Season,Clay,Rain-Fed,Flood,Yes,No,Yes,7.76,750.3,22.8,98.4,7.35,24.4,1.05,12,6,16.7,1,1,4.13,78174.0,2.89,Medium
FRM007272,Sokoto,Soybean,Rainy Season,Clay,Rain-Fed,Flood,Yes,Yes,Yes,4.38,879.4,26.9,70.3,5.67,131.9,2.43,9,4,1.0,1,0,1.37,60067.0,3.16,Medium
FRM007273,Bauchi,Soybean,Dry Season,Silt,Rain-Fed,Flood,No,No,Yes,0.12,751.1,26.3,72.5,6.03,133.6,1.53,2,1,1.0,0,0,1.89,42405.0,2.14,Low
FRM007274,Niger,Yam,Dry Season,Loamy,Mixed,Drip,Yes,Yes,No,0.3,1422.4,27.9,67.6,6.83,94.8,3.08,10,3,23.9,1,0,0.76,49549.0,3.46,Medium
FRM007275,Taraba,Cowpea,Rainy Season,Loamy,Irrigation,Sprinkler,Yes,Yes,Yes,1.25,583.2,21.1,29.8,4.03,95.1,5.14,16,5,15.6,1,1,1.84,39792.0,5.31,High
FRM007276,Jigawa,Yam,Rainy Season,Clay,Rain-Fed,Sprinkler,Yes,Yes,No,0.24,846.3,30.0,79.5,6.88,46.8,0.35,0,4,16.5,1,1,0.3,65402.0,2.3,Low
FRM007277,Zamfara,Cassava,Dry Season,Silt,Irrigation,Drip,No,No,Yes,2.62,896.7,27.6,71.7,6.44,87.9,4.76,17,3,6.2,1,1,2.21,60971.0,5.85,High
FRM007278,Yobe,Millet,Dry Season,Loamy,Mixed,Flood,Yes,Yes,Yes,4.44,850.2,26.3,63.3,8.19,30.3,1.28,5,3,2.4,1,0,3.12,48187.0,3.66,Medium
FRM007279,Yobe,Cowpea,Dry Season,Loamy,Irrigation,Flood,No,No,No,2.65,627.2,23.1,69.4,6.59,38.6,4.38,17,1,24.5,0,1,2.14,58649.0,3.12,Medium
FRM007280,Jigawa,Millet,Rainy Season,Clay,Rain-Fed,Drip,Yes,Yes,No,2.08,725.4,33.4,86.1,5.35,109.5,4.66,3,2,17.0,1,0,1.52,48594.0,1.38,Low
FRM007281,Sokoto,Soybean,Dry Season,Loamy,Rain-Fed,Sprinkler,Yes,Yes,Yes,2.08,1037.6,32.9,50.9,7.08,100.6,3.26,27,5,1.0,1,1,3.98,61986.0,6.05,High
FRM007282,Benue,Soybean,Dry Season,Sandy,Mixed,Sprinkler,Yes,No,No,0.99,665.6,33.3,53.3,5.78,101.1,0.0,6,2,7.0,1,1,3.14,52055.0,1.88,Low
FRM007283,Adamawa,Soybean,Rainy Season,Clay,Irrigation,Flood,Yes,No,Yes,4.47,842.7,32.5,76.1,6.28,87.8,0.16,20,1,3.4,0,0,3.18,35870.0,2.7,Medium
FRM007284,Gombe,Wheat,Rainy Season,Loamy,Irrigation,Sprinkler,No,No,No,4.08,1046.3,20.6,68.9,6.07,83.7,0.53,18,4,6.0,0,1,6.1,57669.0,2.91,Medium
FRM007285,Jigawa,Cassava,Dry Season,Loamy,Mixed,Drip,Yes,Yes,Yes,0.97,1029.1,24.8,55.6,5.64,104.5,4.44,22,7,4.5,1,0,1.47,65055.0,4.77,High
FRM007286,Sokoto,Groundnut,Rainy Season,Loamy,Mixed,Flood,No,Yes,No,4.52,1147.6,24.8,75.2,7.7,109.5,1.77,9,6,35.3,1,0,2.57,68192.0,3.27,Medium
FRM007287,Bauchi,Yam,Rainy Season,Loamy,Rain-Fed,Sprinkler,Yes,Yes,No,2.65,1284.1,27.2,74.9,6.38,121.5,2.19,8,3,3.0,0,0,2.29,66440.0,2.89,Medium
FRM007288,Taraba,Millet,Rainy Season,Loamy,Irrigation,Flood,No,Yes,Yes,1.86,1200.3,26.3,69.0,4.03,81.9,2.2,11,3,37.5,1,1,4.09,59855.0,4.69,High
FRM007289,Gombe,Sorghum,Rainy Season,Clay,Rain-Fed,Flood,Yes,Yes,Yes,3.92,852.5,35.6,40.3,7.33,129.6,0.0,5,4,15.7,1,0,3.3,99941.0,3.46,Medium
FRM007290,Bauchi,Yam,Rainy Season,Loamy,Mixed,Sprinkler,Yes,No,No,4.24,1128.3,26.9,72.0,5.02,59.9,6.97,9,6,22.3,1,1,1.47,35832.0,2.89,Medium
FRM007291,Kaduna,Maize,Dry Season,Sandy,Rain-Fed,Flood,Yes,Yes,Yes,3.54,812.3,26.1,65.9,5.52,62.4,5.19,7,2,1.0,1,0,2.49,41630.0,2.95,Medium
FRM007292,Yobe,Rice,Dry Season,Loamy,Mixed,Flood,Yes,Yes,Yes,1.42,1088.9,27.8,56.7,6.0,83.0,0.0,2,3,27.3,1,0,3.5,59327.0,3.36,Medium
FRM007293,Katsina,Cowpea,Dry Season,Sandy,Irrigation,None,Yes,No,Yes,6.63,933.5,27.3,73.2,8.0,85.5,5.01,28,3,10.3,1,1,1.84,45179.0,6.05,High
FRM007294,Niger,Millet,Dry Season,Sandy,Rain-Fed,Flood,Yes,Yes,No,0.99,704.4,29.3,53.9,5.76,72.4,1.82,17,3,23.2,0,0,2.03,76182.0,1.74,Low
FRM007295,Benue,Cassava,Rainy Season,Silt,Mixed,Sprinkler,No,Yes,No,0.59,1015.1,28.2,90.9,5.76,105.6,2.73,17,5,4.2,1,0,3.8,75658.0,3.0,Medium
FRM007296,Benue,Soybean,Rainy Season,Loamy,Mixed,Drip,No,Yes,Yes,5.19,662.6,27.4,64.5,7.04,69.1,2.27,3,1,23.0,0,1,2.55,50824.0,1.83,Low
FRM007297,Yobe,Maize,Dry Season,Loamy,Irrigation,Flood,No,Yes,Yes,1.84,960.4,25.3,60.3,5.29,109.3,1.4,17,4,1.0,0,0,4.83,62858.0,3.6,Medium
FRM007298,Adamawa,Rice,Rainy Season,Clay,Rain-Fed,Flood,No,Yes,Yes,0.23,901.2,29.0,64.6,5.61,135.6,4.94,13,8,21.5,1,0,4.45,56335.0,3.31,Medium
FRM007299,Yobe,Millet,Dry Season,Sandy,Mixed,Drip,No,No,Yes,0.91,741.7,26.2,67.9,5.61,84.1,5.96,11,3,17.9,1,1,1.85,79756.0,2.19,Low
FRM007300,Plateau,Groundnut,Rainy Season,Clay,Irrigation,Flood,No,Yes,No,1.81,447.0,32.8,47.8,5.04,18.6,3.28,11,5,16.1,1,0,1.31,58293.0,0.47,Very low
FRM007301,Kebbi,Soybean,Dry Season,Loamy,Irrigation,Flood,No,Yes,Yes,7.44,474.5,24.1,45.0,8.19,51.3,1.5,13,1,13.7,1,0,2.23,42000.0,3.32,Medium
FRM007302,Bauchi,Millet,Rainy Season,Loamy,Mixed,Sprinkler,Yes,Yes,No,0.12,1130.8,24.2,61.7,6.16,117.7,2.33,7,5,26.4,1,1,1.69,37384.0,3.04,Medium
FRM007303,Kaduna,Sorghum,Rainy Season,Loamy,Rain-Fed,Flood,Yes,No,Yes,1.44,1296.9,28.18,71.2,7.29,51.2,3.95,15,4,17.1,1,1,5.18,69131.0,3.85,High
FRM007304,Benue,Sorghum,Dry Season,Clay,Mixed,Flood,Yes,No,Yes,5.12,775.0,30.4,76.4,6.68,51.9,1.62,14,3,30.7,1,1,5.82,60182.0,2.5,Medium
FRM007305,Kebbi,Cassava,Dry Season,Clay,Irrigation,Sprinkler,No,Yes,No,0.26,714.0,18.7,80.9,6.39,112.1,2.01,14,5,15.3,0,0,3.26,34379.0,1.45,Low
FRM007306,Benue,Sorghum,Rainy Season,Loamy,Rain-Fed,Flood,Yes,No,No,5.61,758.6,24.1,66.8,6.32,67.0,2.79,3,5,28.6,0,1,4.09,68906.0,2.57,Medium
FRM007307,Gombe,Groundnut,Dry Season,Clay,Rain-Fed,Drip,No,Yes,Yes,1.89,1226.6,26.6,63.2,7.13,37.8,7.36,18,6,29.2,1,1,0.92,55623.0,3.74,Medium
FRM007308,Katsina,Cassava,Rainy Season,Loamy,Mixed,Flood,Yes,Yes,Yes,1.86,1224.5,24.8,52.3,7.04,64.3,2.54,21,1,1.0,1,1,1.28,55343.0,5.78,High
FRM007309,Kebbi,Cowpea,Rainy Season,Clay,Irrigation,Flood,No,Yes,No,0.17,690.7,23.7,41.5,6.61,100.0,0.0,5,8,14.3,0,0,2.4,62230.0,2.47,Low
FRM007310,Taraba,Groundnut,Dry Season,Loamy,Rain-Fed,Flood,Yes,Yes,Yes,5.52,689.7,31.8,44.7,5.98,45.2,1.02,16,3,48.7,0,0,1.83,76203.0,3.0,Medium
FRM007311,Bauchi,Cassava,Rainy Season,Clay,Rain-Fed,Flood,No,Yes,Yes,0.71,1169.6,25.8,53.7,4.03,23.7,1.85,7,3,26.8,0,0,2.74,55388.0,2.15,Low
FRM007312,Plateau,Groundnut,Rainy Season,Clay,Mixed,Flood,No,No,Yes,2.08,1052.0,34.0,55.3,7.02,35.1,6.24,20,6,36.5,0,0,2.76,56704.0,2.7,Low
FRM007313,Katsina,Sorghum,Rainy Season,Loamy,Rain-Fed,Flood,Yes,Yes,No,5.6,1319.9,30.5,66.5,7.26,86.1,4.68,3,3,12.5,1,0,2.68,97069.0,2.92,Medium
FRM007314,Jigawa,Cowpea,Rainy Season,Silt,Mixed,Drip,Yes,No,Yes,7.76,1013.7,23.4,58.7,6.82,58.4,1.45,19,5,16.8,1,0,2.62,43118.0,3.45,Medium
FRM007315,Taraba,Groundnut,Dry Season,Sandy,Mixed,Flood,Yes,Yes,Yes,0.57,991.1,32.1,83.2,6.71,94.5,4.39,0,4,6.2,0,0,4.43,16583.0,2.93,Medium
FRM007316,Niger,Cowpea,Dry Season,Loamy,Irrigation,Drip,Yes,Yes,No,2.73,1017.8,28.2,85.0,5.71,55.3,1.78,7,6,1.0,0,0,1.89,54096.0,3.32,Medium
FRM007317,Kaduna,Rice,Rainy Season,Clay,Irrigation,Sprinkler,Yes,Yes,Yes,0.99,851.8,26.8,56.3,5.42,42.9,7.01,2,3,33.6,1,1,4.36,59233.0,3.35,Medium
FRM007318,Kaduna,Groundnut,Dry Season,Clay,Irrigation,Flood,Yes,No,No,0.81,915.4,31.7,63.5,5.97,77.4,5.71,1,6,5.6,1,1,1.93,67474.0,2.84,Medium
FRM007319,Zamfara,Yam,Rainy Season,Silt,Rain-Fed,Flood,No,Yes,Yes,1.54,608.6,35.3,49.6,6.44,86.0,1.77,5,1,49.8,0,0,2.53,73271.0,2.17,Low
FRM007320,Zamfara,Soybean,Rainy Season,Loamy,Irrigation,Drip,Yes,Yes,Yes,2.68,981.2,22.9,78.5,5.92,70.7,0.0,19,3,23.3,1,1,2.61,64221.0,6.05,High
FRM007321,Bauchi,Sorghum,Dry Season,Loamy,Irrigation,Flood,No,No,Yes,6.07,1068.6,27.7,61.6,7.53,100.7,5.62,21,4,10.5,1,0,2.54,53420.0,6.05,High
FRM007322,Kebbi,Millet,Dry Season,Loamy,Mixed,Sprinkler,Yes,No,Yes,1.06,1080.9,32.4,61.3,5.74,37.2,4.88,25,1,14.7,0,1,2.8,56550.0,2.57,Medium
FRM007323,Gombe,Cowpea,Rainy Season,Loamy,Irrigation,Flood,Yes,No,Yes,1.74,807.3,30.2,55.3,5.64,0.0,6.2,14,3,25.2,1,0,2.46,65941.0,4.48,High
FRM007324,Kaduna,Sorghum,Dry Season,Sandy,Irrigation,Drip,No,Yes,Yes,0.27,801.2,31.6,91.6,5.54,127.0,5.8,17,3,44.2,0,0,3.62,76869.0,3.85,Medium
FRM007325,Adamawa,Maize,Rainy Season,Loamy,Rain-Fed,Sprinkler,No,Yes,Yes,1.45,975.7,28.8,79.7,5.74,121.9,4.04,12,3,16.4,0,0,2.44,56155.0,2.72,Medium
FRM007326,Jigawa,Yam,Rainy Season,Sandy,Mixed,Flood,No,No,Yes,3.6,849.3,28.17,75.0,6.52,124.1,3.26,13,3,8.0,0,0,2.6,60955.0,1.11,Low
FRM007327,Bauchi,Sorghum,Rainy Season,Sandy,Rain-Fed,Sprinkler,No,Yes,Yes,0.23,859.9,19.7,54.3,8.12,113.5,1.32,13,6,7.7,1,0,3.21,41674.0,1.89,Low
FRM007328,Kebbi,Soybean,Dry Season,Loamy,Irrigation,Drip,No,No,No,7.76,578.6,31.8,67.6,4.45,31.3,2.24,0,4,30.1,0,1,1.76,21398.0,1.26,Low
FRM007329,Zamfara,Yam,Rainy Season,Clay,Rain-Fed,Flood,Yes,Yes,Yes,4.68,402.8,26.1,58.4,7.28,65.2,5.17,11,3,36.8,1,1,3.26,75191.0,3.2,Medium
FRM007330,Jigawa,Soybean,Rainy Season,Clay,Rain-Fed,Flood,Yes,Yes,Yes,1.09,854.8,31.7,78.0,6.91,47.6,0.96,9,3,29.4,1,0,2.79,60688.0,3.16,Medium
FRM007331,Niger,Sorghum,Dry Season,Loamy,Rain-Fed,Flood,Yes,Yes,No,6.44,887.6,34.9,77.2,7.39,68.7,4.49,6,6,20.1,1,0,3.03,59870.0,3.42,Medium
FRM007332,Benue,Yam,Rainy Season,Loamy,Irrigation,Flood,Yes,Yes,Yes,3.54,825.1,29.4,99.0,6.29,70.5,5.03,9,4,13.2,1,1,0.72,68330.0,5.72,High
FRM007333,Taraba,Millet,Dry Season,Loamy,Mixed,Drip,Yes,No,No,1.77,1014.5,26.1,67.7,5.2,118.1,3.18,22,3,7.2,1,0,4.37,63064.0,3.26,Medium
FRM007334,Bauchi,Millet,Rainy Season,Clay,Irrigation,Sprinkler,Yes,No,No,6.43,648.1,32.0,57.8,5.44,129.4,4.55,15,5,20.2,1,0,2.6,69346.0,2.23,Medium
FRM007335,Jigawa,Soybean,Dry Season,Loamy,Mixed,Drip,No,No,Yes,0.65,511.7,25.3,55.9,5.36,0.0,4.25,11,4,4.7,0,1,2.34,30983.0,1.82,Low
FRM007336,Gombe,Soybean,Rainy Season,Silt,Rain-Fed,Sprinkler,Yes,No,Yes,6.3,796.1,20.9,43.6,6.01,112.1,3.02,25,2,25.0,0,1,3.23,59326.0,3.56,Medium
FRM007337,Sokoto,Rice,Dry Season,Clay,Rain-Fed,Sprinkler,No,Yes,Yes,0.1,762.1,27.1,72.5,5.7,83.0,2.89,9,2,16.9,1,0,2.16,35147.0,2.07,Low
FRM007338,Bauchi,Millet,Rainy Season,Loamy,Rain-Fed,Sprinkler,Yes,Yes,No,0.1,957.6,18.9,75.7,6.54,116.2,6.41,13,5,37.6,0,1,1.81,41525.0,3.01,Medium
FRM007339,Kebbi,Millet,Rainy Season,Loamy,Mixed,Flood,No,No,Yes,1.99,716.0,32.8,64.5,6.54,143.7,4.76,11,6,2.7,1,0,3.55,38253.0,2.15,Medium
FRM007340,Niger,Cowpea,Rainy Season,Loamy,Irrigation,Drip,No,Yes,Yes,1.38,944.5,26.1,83.6,6.71,99.9,3.23,25,2,25.7,0,1,3.38,47668.0,5.71,High
FRM007341,Taraba,Cassava,Dry Season,Clay,Mixed,Flood,Yes,Yes,No,6.86,1271.8,31.1,79.1,6.99,88.1,0.34,15,1,39.7,1,1,4.3,82447.0,3.92,High
FRM007342,Kaduna,Groundnut,Rainy Season,Clay,Irrigation,Sprinkler,Yes,No,Yes,0.6,702.0,29.3,41.3,5.52,67.0,1.24,13,4,8.4,1,1,3.25,23327.0,3.41,Medium
FRM007343,Yobe,Cowpea,Dry Season,Loamy,Irrigation,Drip,Yes,No,Yes,2.45,992.5,26.7,63.8,8.38,65.1,1.48,5,6,33.9,1,1,3.27,75111.0,6.05,High
FRM007344,Benue,Soybean,Dry Season,Silt,Rain-Fed,Drip,Yes,Yes,Yes,0.96,403.8,30.8,56.0,6.96,115.5,2.85,21,4,16.4,0,0,1.41,58614.0,2.0,Medium
FRM007345,Taraba,Wheat,Rainy Season,Clay,Rain-Fed,Sprinkler,Yes,Yes,Yes,4.14,756.1,23.3,40.3,5.65,80.9,3.68,18,1,39.0,0,1,5.4,48008.0,3.76,Medium
FRM007346,Plateau,Groundnut,Rainy Season,Loamy,Irrigation,Flood,Yes,No,No,7.76,851.6,27.5,38.0,5.87,67.4,5.48,15,1,3.2,0,1,1.73,24440.0,5.29,High
FRM007347,Zamfara,Wheat,Rainy Season,Clay,Rain-Fed,Flood,Yes,Yes,No,1.82,827.8,29.7,66.4,6.3,75.9,4.45,17,5,16.7,1,1,2.42,64348.0,3.25,Medium
FRM007348,Taraba,Maize,Rainy Season,Loamy,Irrigation,Drip,Yes,No,Yes,2.8,755.7,25.3,49.7,6.45,49.2,6.2,22,5,1.3,0,0,1.7,59534.0,2.95,Medium
FRM007349,Sokoto,Soybean,Rainy Season,Clay,Irrigation,Flood,Yes,No,Yes,5.43,1044.3,26.4,59.5,5.02,101.0,2.47,8,5,1.0,1,1,3.8,45056.0,6.05,High
FRM007350,Niger,Sorghum,Dry Season,Loamy,Rain-Fed,Drip,No,Yes,Yes,1.35,805.5,26.1,72.6,6.49,108.4,5.3,27,4,20.3,1,1,2.2,79218.0,4.96,High
FRM007351,Benue,Cassava,Rainy Season,Loamy,Irrigation,Flood,Yes,No,Yes,1.77,832.6,24.8,50.9,5.21,54.3,7.34,13,5,16.7,1,0,1.6,68001.0,2.47,Medium
FRM007352,Adamawa,Wheat,Dry Season,Clay,Rain-Fed,Flood,Yes,No,Yes,0.31,878.2,30.9,67.1,6.26,0.0,0.79,9,4,6.8,1,0,1.65,56093.0,2.56,Medium
FRM007353,Yobe,Groundnut,Dry Season,Clay,Rain-Fed,Flood,Yes,Yes,Yes,6.8,466.8,22.5,43.0,5.59,73.1,7.34,14,4,8.5,0,1,2.57,76121.0,3.47,Medium
FRM007354,Katsina,Soybean,Rainy Season,Loamy,Rain-Fed,Flood,Yes,No,Yes,1.79,886.2,36.8,61.2,7.24,101.8,6.39,14,2,14.4,0,0,3.9,39546.0,3.83,Medium
FRM007355,Taraba,Cowpea,Rainy Season,Loamy,Rain-Fed,Flood,No,Yes,Yes,1.07,640.9,21.7,73.2,6.93,95.7,2.95,4,5,3.6,1,1,1.51,43029.0,3.85,Medium
FRM007356,Adamawa,Rice,Rainy Season,Loamy,Mixed,Flood,Yes,Yes,No,5.39,452.1,33.4,99.0,7.16,79.6,3.12,3,5,32.6,0,0,2.86,38599.0,1.27,Low
FRM007357,Adamawa,Yam,Rainy Season,Silt,Rain-Fed,Flood,No,No,No,4.35,396.4,25.9,67.4,6.41,77.4,5.88,20,7,20.4,0,0,3.56,65508.0,1.94,Low
FRM007358,Kano,Millet,Dry Season,Loamy,Rain-Fed,Flood,Yes,Yes,Yes,0.64,967.6,23.8,41.9,5.76,49.0,0.35,12,5,20.92,1,1,3.72,43730.0,6.05,High
FRM007359,Sokoto,Cassava,Rainy Season,Loamy,Irrigation,Flood,No,Yes,Yes,6.4,714.1,34.9,50.3,5.79,0.0,2.71,14,2,29.4,1,1,4.51,70353.0,5.71,High
FRM007360,Yobe,Cassava,Rainy Season,Loamy,Irrigation,Sprinkler,Yes,No,Yes,7.76,632.3,32.5,59.8,5.91,95.4,2.94,0,3,36.0,1,0,2.33,71632.0,2.89,Medium
FRM007361,Sokoto,Millet,Rainy Season,Loamy,Irrigation,Flood,Yes,No,No,1.63,950.9,22.4,75.5,5.59,37.7,1.96,32,4,24.3,0,1,2.55,48287.0,3.73,Medium
FRM007362,Kano,Millet,Rainy Season,Clay,Irrigation,Flood,No,No,No,1.8,1145.4,26.3,50.1,6.55,137.9,2.29,4,4,28.3,1,0,1.99,65588.0,1.63,Low
FRM007363,Plateau,Millet,Rainy Season,Loamy,Rain-Fed,Flood,No,Yes,Yes,0.14,770.1,22.7,45.2,6.83,108.3,1.49,20,3,24.4,1,1,0.86,49722.0,5.0,Medium
FRM007364,Katsina,Rice,Rainy Season,Clay,Mixed,Flood,Yes,Yes,No,2.15,764.3,28.1,82.2,6.21,160.2,3.21,9,1,19.6,1,0,4.42,69278.0,2.91,Medium
FRM007365,Zamfara,Maize,Dry Season,Silt,Mixed,Flood,Yes,No,Yes,0.18,995.9,27.8,78.9,6.46,78.4,4.22,11,3,11.5,1,1,2.09,42543.0,3.38,Medium
FRM007366,Niger,Rice,Dry Season,Clay,Irrigation,Drip,Yes,Yes,No,0.41,572.3,23.2,77.0,6.61,117.4,3.01,11,3,13.5,0,0,3.26,100000.0,3.2,Medium
FRM007367,Benue,Cowpea,Dry Season,Loamy,Rain-Fed,Flood,Yes,Yes,Yes,2.59,1126.2,25.3,47.4,5.38,147.8,3.92,24,2,3.9,1,0,4.01,62349.0,5.57,High
FRM007368,Niger,Maize,Rainy Season,Silt,Rain-Fed,Flood,Yes,Yes,Yes,6.67,856.1,28.9,90.1,5.42,173.5,1.94,11,4,22.6,1,1,3.07,67958.0,6.05,High
FRM007369,Katsina,Yam,Dry Season,Loamy,Rain-Fed,Flood,Yes,No,No,0.2,713.4,26.4,62.5,6.28,146.4,1.71,4,1,17.1,1,1,4.97,85829.0,4.11,Medium
FRM007370,Niger,Millet,Rainy Season,Loamy,Rain-Fed,Drip,Yes,Yes,Yes,2.35,713.9,34.5,79.2,5.6,142.2,3.14,16,5,23.2,0,1,2.5,49824.0,3.1,Medium
FRM007371,Kano,Rice,Dry Season,Clay,Mixed,Sprinkler,Yes,No,Yes,0.1,740.7,27.2,67.3,4.84,49.6,4.78,22,2,11.0,0,1,4.96,26083.0,2.97,Medium
FRM007372,Sokoto,Sorghum,Rainy Season,Sandy,Rain-Fed,Sprinkler,No,Yes,Yes,7.76,429.8,25.0,87.7,7.2,166.2,3.17,18,4,18.0,0,0,3.66,45036.0,1.12,Low
FRM007373,Niger,Cowpea,Dry Season,Clay,Rain-Fed,Drip,No,Yes,No,4.13,484.7,25.7,65.5,6.26,31.7,5.31,7,1,10.7,1,1,1.43,39843.0,2.3,Low
FRM007374,Kebbi,Yam,Dry Season,Loamy,Irrigation,Flood,Yes,Yes,Yes,0.38,1438.1,28.1,54.1,7.05,35.7,4.7,11,3,16.0,0,1,1.82,50447.0,5.88,High
FRM007375,Adamawa,Yam,Rainy Season,Silt,Rain-Fed,Sprinkler,Yes,Yes,Yes,0.61,686.6,31.5,66.8,5.97,100.5,4.26,14,3,12.6,0,1,0.82,52278.0,3.97,Medium
FRM007376,Bauchi,Groundnut,Rainy Season,Sandy,Mixed,Flood,Yes,Yes,Yes,0.11,1112.4,33.0,57.2,5.46,87.2,5.32,18,4,12.7,0,0,2.8,68120.0,3.38,Medium
FRM007377,Adamawa,Groundnut,Rainy Season,Loamy,Rain-Fed,Flood,No,No,No,3.22,468.1,28.3,44.1,6.49,64.6,4.64,19,5,17.2,0,1,2.76,47476.0,1.2,Low
FRM007378,Taraba,Yam,Rainy Season,Loamy,Mixed,Flood,Yes,Yes,Yes,0.94,995.8,32.6,65.0,5.81,63.0,1.07,13,2,30.2,1,1,2.49,45518.0,5.77,High
FRM007379,Katsina,Maize,Dry Season,Loamy,Irrigation,Flood,Yes,No,No,0.32,1490.8,27.2,66.7,6.5,69.7,4.25,7,2,43.2,1,0,3.04,44345.0,3.41,Medium
FRM007380,Plateau,Soybean,Rainy Season,Clay,Irrigation,Drip,Yes,Yes,Yes,2.88,816.6,22.5,56.2,6.83,40.8,3.93,17,2,14.4,1,0,2.46,77372.0,4.68,High
FRM007381,Gombe,Cowpea,Dry Season,Silt,Rain-Fed,Drip,No,Yes,No,2.25,693.8,29.2,88.8,7.03,67.4,3.0,13,3,30.6,1,1,4.47,27355.0,2.06,Low
